-0.112093,0,0.993724,0,0,1,0,0,-0.993724,0,-0.112093,0,1.23307,0,16.4021,1|
-0.112093,0,0.993724,0,0,1,0,0,-0.993724,0,-0.112093,0,1.23307,0,16.4021,1|
-0.112093,0,0.993724,0,0,1,0,0,-0.993724,0,-0.112093,0,1.23307,0,16.4021,1|
-0.112093,0,0.993724,0,0,1,0,0,-0.993724,0,-0.112093,0,1.23307,0,16.4021,1|
-0.112093,0,0.993724,0,0,1,0,0,-0.993724,0,-0.112093,0,1.23307,0,16.4021,1|
-0.112093,0,0.993724,0,0,1,0,0,-0.993724,0,-0.112093,0,1.23307,0,16.4021,1|
-0.112093,0,0.993724,0,0,1,0,0,-0.993724,0,-0.112093,0,1.23307,0,16.4021,1|
-0.112093,0,0.993724,0,0,1,0,0,-0.993724,0,-0.112093,0,1.23307,0,16.4021,1|
-0.112093,0,0.993724,0,0,1,0,0,-0.993724,0,-0.112093,0,1.23307,0,16.4021,1|
-0.112093,0,0.993724,0,0,1,0,0,-0.993724,0,-0.112093,0,1.23307,0,16.4021,1|
-0.112093,0,0.993724,0,0,1,0,0,-0.993724,0,-0.112093,0,1.23307,0,16.4021,1|
0.264496,0,0.964415,0,0,1,0,0,-0.964415,0,0.264496,0,1.05676,0,12.6971,1|
-0.935388,0,-0.353717,0,0,1,0,0,0.353717,0,-0.935388,0,1.0462,0,8.34431,1|
-0.935388,0,-0.353717,0,0,1,0,0,0.353717,0,-0.935388,0,1.0462,0,8.34431,1|
-0.935388,0,-0.353717,0,0,1,0,0,0.353717,0,-0.935388,0,1.0462,0,8.34431,1|
-0.935388,0,-0.353717,0,0,1,0,0,0.353717,0,-0.935388,0,1.0462,0,8.34431,1|
-0.935388,0,-0.353717,0,0,1,0,0,0.353717,0,-0.935388,0,1.0462,0,8.34431,1|
-0.935388,0,-0.353717,0,0,1,0,0,0.353717,0,-0.935388,0,1.0462,0,8.34431,1|
-0.935388,0,-0.353717,0,0,1,0,0,0.353717,0,-0.935388,0,1.0462,0,8.34431,1|
