-0.06|-4.48|0.140001|-0.32|0|-1.06|0.64|
-0.06|-4.48|0.140001|-0.32|0|0.6|-0.88|
-0.06|-4.48|0.140001|-0.32|0|-1.06|0.64|
-0.06|-4.48|0.140001|-0.32|0|0.6|-0.88|
-0.06|-4.48|0.140001|-0.32|0|-1.06|0.64|
-0.06|-4.48|0.140001|-0.32|0|0.6|-0.88|
-0.06|-4.48|0.140001|-0.32|0|-1.06|0.64|
-0.06|-4.48|0.140001|-0.32|0|0.6|-0.88|
-0.06|-4.48|0.140001|-0.32|0|-1.06|0.64|
-0.06|-4.48|0.140001|-0.32|0|0.6|-0.88|
-0.06|-4.48|0.140001|-0.32|0|-1.06|0.64|
-0.06|-4.48|0.140001|-0.32|0|0.6|-0.88|
-0.06|-4.48|0.140001|-0.32|0|-1.06|0.64|
-0.06|-4.48|0.140001|-0.32|0|0.6|-0.88|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
-0.06|-4.48|0.140001|-0.32|0|-1.58|-1.48|
