0|-1.42|0|0|0|0|0|
0|0.06|0|0|0|0|0|
0|-1.42|0|0|0|0|0|
0.78|-1.42|0|0|0|0|0|
-0.74|-1.42|0|0|0|0|0|
-0.06|-1.42|0|0|0|0|0|
-0.06|-1.42|0|0.16|0|0|0|
-0.06|-1.42|1.36|0.42|0|0|0|
-0.06|-1.42|3.34|0.42|0|0|0|
-0.06|-1.42|5.08|0.42|0|0|0|
-0.06|-1.42|6.22|0.42|0|0|0|
-0.06|-1.42|8.08|0.42|0|0|0|
-0.06|-1.42|10.28|0.42|0|0|0|
-0.06|-1.42|12.0401|0.42|0|0|0|
-0.06|-1.42|12.6001|0.42|0|0|0|
-0.06|-1.42|11.8801|0.42|0|0|0|
-0.06|-1.42|10.24|0.42|0|0|0|
-0.06|-1.42|7.59999|0.42|0|0|0|
-0.06|-1.42|6.04|0.42|0|0|0|
-0.06|-1.42|4.34|0.42|0|0|0|
-0.06|-1.42|3.04|0.42|0|0|0|
-0.06|-1.42|1.02|0.42|0|0|0|
-0.06|-1.42|0.140001|0.42|0|0|0|
-0.06|-4.48|0.140001|-0.32|0|-1.58|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
0|-4.48|0|0|0|0|0|
-0.06|-4.48|0.140001|-0.32|0|0|0|
